customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,country,property_valuation
669,Fleur,Whittlesea,Female,73,1980-11-02,Research Associate,Financial Services,Mass Customer,No,3,42,48 Warbler Road,4053,QLD,Australia,7
670,Janifer,Pountain,Female,75,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,No,8,30,756 Farragut Place,4740,QLD,Australia,2
671,Aristotle,Vanni,Male,49,1984-07-25,Nurse,Argiculture,Mass Customer,No,5,38,197 Mifflin Hill,2260,NSW,Australia,10
672,Kleon,Pallatina,Male,53,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,No,12,46,618 Independence Pass,2800,NSW,Australia,1
673,Artie,Ommanney,Male,35,1975-06-27,VP Sales,Health,Mass Customer,Yes,4,47,2836 Morning Drive,2304,NSW,Australia,7
674,Dalila,Rosel,Female,61,1954-08-22,Developer II,Financial Services,Mass Customer,No,5,68,8 Lawn Hill,3752,VIC,Australia,7
675,Sharl,Wiggin,Female,37,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,Yes,17,46,99 Cascade Crossing,2048,NSW,Australia,12
676,Curtis,Curtis,Male,51,1968-05-19,Senior Editor,Retail,High Net Worth,Yes,14,55,4 Sunfield Circle,2194,NSW,Australia,8
677,El,Toupe,Male,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,No,5,25,5 Lyons Alley,2216,NSW,Australia,10
678,Ambur,Symcoxe,Female,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,No,2,27,96910 Sugar Point,4352,QLD,Australia,7
679,Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,No,12,48,558 Maple Court,2557,NSW,Australia,9
681,Jobyna,Elgey,Female,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,Yes,17,44,76 Hanson Junction,2147,NSW,Australia,9
682,Ole,Euplate,Male,53,1971-03-16,Health Coach IV,Health,Affluent Customer,Yes,7,52,3 Sheridan Park,2548,NSW,Australia,8
683,Brennan,Gagen,Male,60,1962-05-16,VP Product Management,Manufacturing,Mass Customer,Yes,10,61,40545 Forster Point,2262,NSW,Australia,7
684,Malvin,Malvin,Male,88,1987-07-03,Desktop Support Technician,Financial Services,Mass Customer,No,14,35,8425 Jackson Terrace,2763,NSW,Australia,9
686,Hallie,Le feaver,Female,60,1954-07-17,GIS Technical Architect,Argiculture,High Net Worth,Yes,5,68,8234 Riverside Park,2481,NSW,Australia,9
687,Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,Yes,5,64,4535 Daystar Parkway,2072,NSW,Australia,12
688,Baron,Bullus,Male,90,1969-02-15,Junior Executive,Health,High Net Worth,No,9,54,95 Fallview Avenue,3155,VIC,Australia,8
689,Hamnet,Berford,Male,91,1966-05-19,Senior Developer,Entertainment,High Net Worth,Yes,16,57,75826 Bellgrove Trail,3095,VIC,Australia,10
690,Lindsey,Lindsey,Male,95,1987-03-27,Assistant Professor,Health,Affluent Customer,Yes,17,36,64080 Susan Park,4207,QLD,Australia,7
691,Carver,Carwardine,Male,29,1954-08-25,Desktop Support Technician,Financial Services,Affluent Customer,Yes,5,68,8179 Veith Pass,2577,NSW,Australia,7
692,Goraud,Ayling,Male,42,1987-12-25,Database Administrator IV,Property,Mass Customer,No,7,35,5 Maple Parkway,2160,NSW,Australia,9
693,Bambi,Hebblethwaite,Female,46,1970-10-27,Desktop Support Technician,Financial Services,Affluent Customer,Yes,19,52,0 Carey Drive,4110,QLD,Australia,4
694,Lilith,Lanning,Female,66,1968-12-28,Media Manager III,Health,Mass Customer,No,13,54,1 Moose Avenue,2017,NSW,Australia,8
695,Kevan,Kubal,Male,36,1977-11-30,Engineer II,Health,High Net Worth,No,11,45,02 Bartelt Center,2745,NSW,Australia,8
696,Arch,Gaitskill,Male,57,1966-02-06,Programmer Analyst II,Health,Affluent Customer,Yes,6,57,0650 Sachs Circle,2769,NSW,Australia,10
697,Weston,Brokenshaw,Male,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,No,10,36,16420 Veith Crossing,4214,QLD,Australia,7
698,Ellette,Fahy,Female,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,Yes,1,26,81310 Charing Cross Plaza,3805,VIC,Australia,7
699,Mirabella,Richter,Female,16,1972-08-04,Account Representative IV,IT,Affluent Customer,Yes,16,50,37430 Merrick Center,2770,NSW,Australia,6
700,Josias,Mulliner,Male,67,1990-02-20,Desktop Support Technician,Financial Services,Mass Customer,No,4,33,6046 Sheridan Way,2322,NSW,Australia,3
701,Ransell,Ruler,Male,18,1956-05-01,Food Chemist,Health,Mass Customer,Yes,8,67,537 Packers Street,4562,QLD,Australia,5
702,Zorina,Bosomworth,Female,72,1960-02-09,Help Desk Technician,Manufacturing,Mass Customer,No,8,63,6 Briar Crest Court,2117,NSW,Australia,12
703,Ethelda,Ethelda,Female,66,1966-10-31,Database Administrator IV,Property,Mass Customer,No,15,56,4 Lillian Plaza,2283,NSW,Australia,6
704,Lindsay,Acaster,Female,49,1998-12-08,Research Nurse,Health,Mass Customer,No,4,24,70836 Colorado Plaza,2571,NSW,Australia,11
705,Eddie,Yekel,Male,48,1964-01-16,Quality Engineer,Retail,High Net Worth,No,14,59,15 Emmet Street,2233,NSW,Australia,10
706,Kane,Gaffer,Male,44,1990-01-06,Media Manager IV,Financial Services,High Net Worth,Yes,5,33,8 Dottie Court,3480,VIC,Australia,1
707,Homere,Rounds,Male,97,1973-07-23,Executive Secretary,Retail,Mass Customer,Yes,7,49,520 Stephen Pass,3011,VIC,Australia,9
708,Idalina,Wilcot,Female,31,1987-02-15,Safety Technician II,IT,Mass Customer,Yes,10,36,18939 Upham Hill,3551,VIC,Australia,3
709,Holly,Cavil,Female,83,1979-12-11,Accountant III,Financial Services,Mass Customer,Yes,5,43,4222 Porter Lane,3136,VIC,Australia,9
710,Benton,Oakly,Male,76,1970-03-01,Sales Representative,Retail,High Net Worth,Yes,13,53,1721 Nobel Junction,2753,NSW,Australia,8
712,Norine,Antonik,Female,22,1961-05-20,Safety Technician II,IT,Mass Customer,No,14,62,6 Morning Drive,2232,NSW,Australia,9
713,Adena,Northedge,Female,34,1994-09-26,Help Desk Technician,Manufacturing,Mass Customer,Yes,4,28,646 Mariners Cove Place,3023,VIC,Australia,6
714,Burtie,Scintsbury,Male,12,1964-07-13,Human Resources Manager,Manufacturing,High Net Worth,Yes,15,58,51 Londonderry Trail,2153,NSW,Australia,10
715,Royal,Shinn,Male,50,1968-09-07,Junior Executive,Health,Mass Customer,No,6,54,4086 Darwin Terrace,2176,NSW,Australia,9
716,Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,No,11,43,4033 Hermina Road,2304,NSW,Australia,7
717,Basilius,Spieck,Male,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,Yes,11,46,37 Banding Avenue,2567,NSW,Australia,9
718,Cathe,Lorriman,Female,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,Yes,7,45,8080 Victoria Plaza,4217,QLD,Australia,11
719,Pattin,Weathey,Male,2,1953-12-30,Administrative Officer,Retail,Mass Customer,No,14,69,14254 Hallows Parkway,4615,QLD,Australia,1
720,Darrel,Canet,Male,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,No,6,91,78 Glacier Hill Drive,2026,NSW,Australia,10
721,Harmonia,Cornock,Female,84,1993-08-09,Account Representative III,Health,Affluent Customer,Yes,1,29,6 Fulton Road,3174,VIC,Australia,8
722,Stewart,Brosoli,Male,69,1956-03-17,Marketing Manager,IT,Mass Customer,No,5,67,76 Londonderry Park,2777,NSW,Australia,9
723,Madelina,Marte,Female,41,1963-08-20,Food Chemist,Health,Mass Customer,Yes,6,59,68861 School Hill,2199,NSW,Australia,9
724,Heinrik,Norcock,Male,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,Yes,4,47,09 Bartelt Lane,2190,NSW,Australia,8
725,Gage,Crossan,Male,61,1965-08-27,Design Engineer,Health,High Net Worth,Yes,19,57,29639 Porter Center,4221,QLD,Australia,8
726,Norma,Blackbourn,Female,69,1978-02-10,Information Systems Manager,Health,Mass Customer,Yes,10,45,5811 Moulton Drive,2766,NSW,Australia,8
727,Lenci,Duerden,Male,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,No,3,44,80027 Ryan Terrace,3551,VIC,Australia,3
728,Winthrop,Corser,Male,60,1956-10-03,VP Accounting,Financial Services,Mass Customer,Yes,8,66,8 Kingsford Hill,3429,VIC,Australia,6
729,Ammamaria,Standbridge,Female,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,No,11,49,8044 Emmet Hill,3150,VIC,Australia,9
730,Robb,Poll,Male,42,1968-07-25,Web Designer IV,Property,Mass Customer,No,14,54,2249 Havey Hill,3183,VIC,Australia,10
732,Bonita,Gethins,Female,71,1967-01-21,Actuary,Financial Services,Mass Customer,No,5,56,2 Riverside Trail,2154,NSW,Australia,11
733,Ham,Mayoh,Male,25,1973-11-30,Senior Editor,Manufacturing,Mass Customer,No,13,49,98 Esker Junction,2192,NSW,Australia,10
734,Leicester,Fynes,Male,34,1980-07-06,Programmer III,Retail,Affluent Customer,No,11,42,9984 Pankratz Road,2145,NSW,Australia,10
735,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,Yes,11,58,324 Mifflin Road,2290,NSW,Australia,7
736,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,IT,High Net Worth,No,8,48,2726 Cardinal Way,3073,VIC,Australia,5
737,Sisely,Oppy,Female,75,1983-07-11,Systems Administrator III,Manufacturing,Mass Customer,No,16,39,3 Talisman Place,4811,QLD,Australia,2
738,Bunnie,Whines,Female,51,1984-12-08,GIS Technical Architect,Argiculture,Mass Customer,Yes,9,38,282 West Trail,4005,QLD,Australia,5
739,Arnie,Zorn,Male,36,1964-12-13,Senior Editor,Manufacturing,Mass Customer,No,8,58,08260 Jay Court,3191,VIC,Australia,11
740,Farr,Butterick,Male,9,1994-08-18,Assistant Manager,Financial Services,Affluent Customer,No,6,28,12 6th Hill,4810,QLD,Australia,2
742,Dexter,Robelin,Male,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,No,15,57,1 Monica Street,2100,NSW,Australia,9
743,Pattin,Morican,Male,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,Yes,13,42,0272 Pankratz Hill,2031,NSW,Australia,10
744,Heinrik,Heinrik,Male,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,Yes,14,45,2 North Crossing,3111,VIC,Australia,11
745,Dotty,Maylott,Female,84,1978-03-22,Graphic Designer,Manufacturing,Mass Customer,Yes,13,45,345 Dovetail Avenue,4305,QLD,Australia,5
746,Aldo,Waistall,Male,47,1964-07-29,Business Systems Development Analyst,Retail,Affluent Customer,Yes,17,58,2826 Huxley Center,3137,VIC,Australia,8
747,Eula,Bruni,Female,91,1978-04-24,Database Administrator II,Retail,Mass Customer,No,7,45,61043 Summer Ridge Junction,2229,NSW,Australia,11
748,Linet,Postill,Female,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,No,7,42,56045 Express Avenue,2176,NSW,Australia,9
749,Andreas,Cosin,Male,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,No,19,50,760 Forest Dale Place,3068,VIC,Australia,12
750,Izaak,Gisborne,Male,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,Yes,7,28,99 Wayridge Place,2263,NSW,Australia,8
751,Amie,Dufty,Female,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,No,1,21,5 Dahle Trail,2117,NSW,Australia,10
752,Kalil,Palombi,Male,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,No,12,61,62215 Delaware Plaza,4118,QLD,Australia,3
754,Patsy,Beefon,Female,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,No,14,43,00 Evergreen Center,3850,VIC,Australia,4
755,Baily,Imison,Male,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,No,4,29,80 Maple Avenue,2536,NSW,Australia,4
756,Carin,Lauthian,Female,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,Yes,16,48,43 Jana Way,3750,VIC,Australia,7
757,Kinsley,Klimus,Male,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,No,18,46,195 Knutson Place,4019,QLD,Australia,8
758,Teena,Birrel,Female,99,1967-04-07,Computer Systems Analyst IV,Manufacturing,High Net Worth,Yes,11,56,9 Melby Park,2197,NSW,Australia,10
759,Mitchel,Schimek,Male,89,1963-04-18,Clinical Specialist,Health,High Net Worth,No,13,60,4 Vahlen Junction,2227,NSW,Australia,10
760,Shamus,Fyndon,Male,46,1978-03-02,Assistant Professor,Health,Mass Customer,Yes,18,45,6330 Monica Way,2540,NSW,Australia,9
761,Vaughan,McCromley,Male,12,1977-11-27,Media Manager II,Health,Affluent Customer,Yes,4,45,7101 Gulseth Hill,2293,NSW,Australia,9
762,Kerwin,Jossel,Male,91,1980-03-06,Environmental Specialist,Argiculture,Mass Customer,Yes,22,43,983 2nd Road,2560,NSW,Australia,8
763,Benita,Cuffley,Female,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,No,12,35,08 Vidon Center,2143,NSW,Australia,5
764,Samuel,Stiff,Male,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,Yes,22,46,36 Helena Drive,4305,QLD,Australia,1
765,Valeria,Chazette,Female,50,1984-08-31,Analyst Programmer,Retail,Affluent Customer,No,16,38,20554 Orin Place,3630,VIC,Australia,1
766,Nonna,Hun,Female,16,1975-04-22,Analyst Programmer,Retail,Mass Customer,Yes,14,48,3903 Messerschmidt Park,2164,NSW,Australia,8
767,Gustav,Kos,Male,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,11,67,64 Muir Lane,2148,NSW,Australia,8
768,Alexia,Wolford,Female,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,Yes,21,49,06495 Swallow Terrace,2759,NSW,Australia,9
769,Cameron,Letherbury,Male,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,No,12,61,033 Loftsgordon Center,2150,NSW,Australia,8
770,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,Yes,13,39,80 Scofield Alley,3121,VIC,Australia,10
772,Lorianna,Vidyapin,Female,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,No,4,24,50851 Vahlen Avenue,2567,NSW,Australia,7
773,Robbie,Handaside,Male,77,1985-02-12,Environmental Tech,Financial Services,Affluent Customer,Yes,20,38,88 Bay Drive,4305,QLD,Australia,3
774,Phelia,Perotti,Female,79,1998-11-27,Operator,Manufacturing,High Net Worth,No,1,24,0 Thompson Road,3183,VIC,Australia,8
775,Nikita,Kilby,Male,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,No,4,40,99 Elka Street,4350,QLD,Australia,4
776,Stanley,Seven,Male,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,No,20,42,2699 Crest Line Way,4869,QLD,Australia,4
777,Wolfgang,Tarrier,Male,2,1993-01-09,Paralegal,Financial Services,High Net Worth,No,4,30,6 Melody Trail,2145,NSW,Australia,9
778,Stacy,Pozzi,Male,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,No,13,46,90 New Castle Trail,2137,NSW,Australia,9
779,Maddy,Larrat,Female,1,1992-02-10,Staff Accountant III,Health,High Net Worth,No,7,31,2570 Wayridge Park,2093,NSW,Australia,9
780,Kim,Kim,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,No,20,49,70 Old Gate Street,2354,NSW,Australia,3
781,Elvis,O'Leagham,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,No,17,64,3 Magdeline Terrace,2190,NSW,Australia,10
782,Bevvy,Siegertsz,Female,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,No,17,46,36744 Birchwood Center,4019,QLD,Australia,3
783,Rudd,Strangeways,Male,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,No,14,37,68 Chinook Street,4814,QLD,Australia,2
784,Frederik,Duckett,Male,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,Yes,22,46,0 Valley Edge Plaza,3201,VIC,Australia,6
785,Anthea,Guesford,Female,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,Yes,18,43,8 Starling Trail,2282,NSW,Australia,8
786,Francklin,Ubanks,Male,34,1985-02-14,Professor,Financial Services,Affluent Customer,No,16,38,3 Crest Line Plaza,2223,NSW,Australia,10
787,Norma,Batrim,Female,29,1996-12-15,Information Systems Manager,Retail,Affluent Customer,Yes,2,26,0601 Stephen Place,2292,NSW,Australia,7
788,Gregg,Townsend,Male,62,1964-07-01,Social Worker,Health,Mass Customer,No,11,58,00 Mockingbird Junction,2141,NSW,Australia,9
789,Gabrielle,Giraudot,Female,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,Yes,14,45,37817 Burning Wood Circle,2126,NSW,Australia,11
790,Yvonne,Yvonne,Female,22,1968-03-24,Senior Editor,Manufacturing,Affluent Customer,No,15,55,02353 Kropf Lane,3046,VIC,Australia,9
791,Tootsie,Hurt,Female,3,1968-09-29,Professor,Manufacturing,Mass Customer,Yes,14,54,79 Arkansas Drive,3008,VIC,Australia,10
792,Mitch,Rains,Male,10,1975-11-19,Structural Engineer,Financial Services,High Net Worth,Yes,4,47,4085 Jackson Hill,2830,NSW,Australia,7
793,Kissie,Delong,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,Yes,9,34,57 Gulseth Terrace,2099,NSW,Australia,10
794,Scott,Ommundsen,Male,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,Yes,16,68,52737 Morningstar Crossing,2250,NSW,Australia,3
795,Cassy,Awdry,Female,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,No,18,49,866 Rockefeller Junction,2171,NSW,Australia,9
796,Ira,Lamlin,Female,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,No,2,25,414 Kensington Lane,3076,VIC,Australia,8
797,Meridel,Rawet,Female,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,No,19,49,81 Holy Cross Alley,2077,NSW,Australia,8
798,Dorita,Blackburne,Female,22,1988-05-20,Teacher,Financial Services,High Net Worth,No,5,34,1 Loomis Parkway,3156,VIC,Australia,9
800,Quint,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,No,8,44,92344 Oakridge Drive,4873,QLD,Australia,4
801,Bertram,Linn,Male,28,1980-10-08,Geologist IV,Entertainment,Affluent Customer,No,20,42,1626 Dawn Street,4514,QLD,Australia,3
802,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,No,3,37,845 Talisman Pass,4210,QLD,Australia,7
803,Nina,Murcutt,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,No,3,23,1899 Manley Court,4551,QLD,Australia,7
804,Henrietta,Seater,Female,98,1999-06-17,Technical Writer,Manufacturing,High Net Worth,Yes,1,23,15067 Commercial Pass,4006,QLD,Australia,7
805,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,No,10,63,80932 5th Street,2754,NSW,Australia,8
806,Carter,Kaesmakers,Male,66,1992-07-28,Sales Representative,Retail,Mass Customer,Yes,7,30,018 Erie Point,2767,NSW,Australia,9
807,Lorne,Quested,Female,48,1980-11-25,Safety Technician I,Property,Affluent Customer,No,16,42,40402 Moulton Park,2282,NSW,Australia,8
808,Nigel,Phippard,Male,21,1979-11-21,Social Worker,Health,High Net Worth,Yes,17,43,246 Norway Maple Trail,3810,VIC,Australia,2
809,Nevsa,Washtell,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,No,18,45,2 Autumn Leaf Plaza,2137,NSW,Australia,8
810,Fawnia,Bartrum,Female,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,Yes,1,25,808 Starling Place,2173,NSW,Australia,9
811,Ive,Chapelhow,Male,6,1984-01-13,Nurse Practicioner,Property,Mass Customer,No,8,39,5409 Mandrake Circle,2152,NSW,Australia,10
812,Coral,Dunkirk,Female,1,1989-09-22,Financial Analyst,Financial Services,Mass Customer,No,16,33,786 Bonner Drive,2340,NSW,Australia,4
813,Lisette,Nesbit,Female,12,1962-03-21,Account Representative III,Health,Mass Customer,No,14,61,7175 Orin Junction,2088,NSW,Australia,12
814,Raffarty,Giacomoni,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,No,14,63,8208 Lotheville Street,3805,VIC,Australia,8
815,Caryn,Sampey,Female,47,1974-07-06,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,22,48,25689 Eastlawn Crossing,2067,NSW,Australia,11
816,Donni,Boor,Female,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,No,15,66,44 Lakewood Gardens Pass,2122,NSW,Australia,10
817,Niel,Abilowitz,Male,38,1992-04-08,Editor,Financial Services,Mass Customer,Yes,6,31,87 Twin Pines Plaza,3976,VIC,Australia,5
818,Beverie,Bosanko,Female,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,No,11,49,65 Sachtjen Park,2067,NSW,Australia,11
819,Temp,Thebeau,Male,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,Yes,5,47,84 Loomis Pass,2000,NSW,Australia,12
820,Cecilia,Chipchase,Female,12,1977-01-06,Editor,Financial Services,High Net Worth,No,16,46,58047 Westport Road,2040,NSW,Australia,12
821,Gregoor,Aronovitz,Male,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,Yes,7,41,59000 American Center,2530,NSW,Australia,8
822,Ardis,Tomlett,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,No,17,48,659 Scofield Street,3175,VIC,Australia,5
823,Stesha,Morecombe,Female,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,No,9,33,388 Weeping Birch Plaza,2156,NSW,Australia,11
824,Fleurette,Whardley,Female,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,Yes,12,46,09413 Holmberg Terrace,4127,QLD,Australia,3
825,Willis,Whyler,Male,17,1975-08-15,Computer Systems Analyst IV,Manufacturing,Affluent Customer,Yes,16,47,8640 Village Junction,2066,NSW,Australia,12
826,Marc,Waddilove,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,Yes,1,24,177 Sheridan Trail,2759,NSW,Australia,8
827,Phillis,Rudwell,Female,90,1996-05-07,Sales Associate,Health,Affluent Customer,No,5,27,1 Oriole Alley,4171,QLD,Australia,11
828,Darda,Kernocke,Female,93,1957-12-14,Sales Associate,Health,Mass Customer,Yes,20,65,8925 Ryan Trail,2073,NSW,Australia,11
829,Byran,Goodfield,Male,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,Yes,2,22,77 Nova Junction,3218,VIC,Australia,8
830,Jayson,Chilcott,Male,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,No,6,41,43 Esker Pass,2228,NSW,Australia,8
831,Teddy,Keijser,Male,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,No,11,50,205 Melody Circle,4207,QLD,Australia,4
832,Shaun,Murphey,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,No,14,45,44997 Anniversary Way,4114,QLD,Australia,3
833,Wadsworth,Hubane,Male,9,1995-10-03,Safety Technician II,IT,High Net Worth,Yes,4,27,4444 Bunting Point,2430,NSW,Australia,7
834,Rudolf,Brandes,Male,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,No,3,50,3 Washington Plaza,3199,VIC,Australia,7
835,Zachary,Matyukon,Male,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,Yes,9,55,285 Aberg Point,2192,NSW,Australia,10
836,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,Yes,9,33,4 Sachtjen Avenue,4210,QLD,Australia,10
837,Derick,Fasler,Male,4,1957-01-11,Internal Auditor,Manufacturing,Mass Customer,Yes,13,66,055 Dakota Pass,2290,NSW,Australia,8
838,Hayden,Heersema,Male,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,No,15,52,6 Green Ridge Circle,4350,QLD,Australia,3
840,Chas,Carabet,Male,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,Yes,19,58,74251 Golden Leaf Lane,4413,QLD,Australia,3
841,Hanan,McGreay,Male,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,Yes,8,56,2 Dwight Street,3187,VIC,Australia,11
842,Mahmud,Dobbson,Male,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,No,2,23,511 Gulseth Plaza,3028,VIC,Australia,6
843,Salomone,Sleford,Male,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,Yes,9,33,71801 Grover Point,2166,NSW,Australia,10
844,Tome,Tyt,Male,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,No,9,45,69 Hovde Plaza,2680,NSW,Australia,5
845,Koressa,Maris,Female,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,No,3,49,3387 Warrior Court,2527,NSW,Australia,7
846,Alvan,Rebichon,Male,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,No,17,69,7837 Derek Street,2147,NSW,Australia,9
847,Kelci,Morrison,Female,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,No,9,31,00 Algoma Crossing,2141,NSW,Australia,7
848,Lannie,Chat,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,No,13,43,341 Londonderry Point,4215,QLD,Australia,7
849,Sylvan,Capper,Male,72,1969-09-15,Librarian,Entertainment,Mass Customer,No,10,53,2661 Di Loreto Point,4701,QLD,Australia,7
850,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,No,1,22,036 Kedzie Terrace,2163,NSW,Australia,9
851,Cammi,Tesmond,Female,19,1987-12-30,Project Manager,Health,Affluent Customer,Yes,2,35,615 Spenser Drive,4220,QLD,Australia,10
852,Andie,Bonney,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,Yes,2,22,641 Waywood Lane,2336,NSW,Australia,7
853,Nolana,Rotter,Female,26,1981-10-04,Media Manager I,Retail,Mass Customer,Yes,16,41,49 Buhler Plaza,2650,NSW,Australia,2
854,Charisse,Thoresby,Female,35,2000-10-24,Marketing Manager,Manufacturing,Affluent Customer,No,2,22,56 Graceland Alley,3031,VIC,Australia,7
855,Bennie,Llywarch,Female,74,1974-10-26,General Manager,Retail,High Net Worth,Yes,16,48,3 Magdeline Way,4415,QLD,Australia,2
856,Peyton,Monkeman,Male,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,Yes,9,34,94 Anhalt Way,3139,VIC,Australia,7
857,Theo,Theo,Female,15,1964-08-14,General Manager,Retail,High Net Worth,No,4,58,18 Parkside Plaza,4122,QLD,Australia,4
858,Barby,Charlwood,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,Yes,9,42,681 Transport Pass,4055,QLD,Australia,7
859,Devinne,Tommeo,Female,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,Yes,7,44,6 Harper Lane,2150,NSW,Australia,10
861,Rebekah,Dmych,Female,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,No,17,45,55 Hovde Parkway,3975,VIC,Australia,8
862,Worden,Fossitt,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,Yes,16,45,36903 Reinke Trail,3147,VIC,Australia,10
